item_id;exercicio;enunciado;resposta_correta;resposta_errada_candidata;seu_julgamento_(valido/invalido);observacao
IT305;13cleanRoom;"Chris queria andar de skate, mas sua mãe disse que ele precisava arrumar o quarto primeiro. Chris levou uma hora e quinze minutos, ou 5/4 horas, para arrumar o ";5/4;6/4;;
IT306;23textbookPack;"Leonard está empacotando 13 livros didáticos em algumas caixas. Na primeira caixa, Leonard consegue colocar exatamente 8 livros, sem deixar espaços vazios. Em s";13/8;5;;
IT307;18gum;"Steve tinha dois pacotes de chiclete. Cada pacote continha seis unidades. Ele deu uma unidade para cada um de seus onze amigos. O número total de chicletes que ";11/6;5;;
IT308;11project;"Ivan tem um projeto para entregar em uma semana. Para não ser preguiçoso, ele dividiu o trabalho em 7 partes e decidiu concluir uma parte por dia. Depois de 5 d";5/7;7;;
IT309;08dentists;"Vários dentistas foram solicitados a escolher entre duas pastas de dente: Marca X e Marca Y. Quatro em cada cinco dentistas disseram que preferiam a Marca X à M";4/5;5/4;;
IT310;18gum;"Steve tinha dois pacotes de chiclete. Cada pacote continha seis unidades. Ele deu uma unidade para cada um de seus onze amigos. O número total de chicletes que ";11/6;1;;
IT311;08dentists;"Vários dentistas foram solicitados a escolher entre duas pastas de dente: Marca X e Marca Y. Quatro em cada cinco dentistas disseram que preferiam a Marca X à M";4/5;4/9;;
IT312;20birthday;"Chad deu uma festa de aniversário e convidou muitos amigos. Havia tanta gente que precisaram de dois bolos para garantir que houvesse o suficiente. Cada bolo fo";15/8;15;;
IT313;23textbookPack;"Leonard está empacotando 13 livros didáticos em algumas caixas. Na primeira caixa, Leonard consegue colocar exatamente 8 livros, sem deixar espaços vazios. Em s";13/8;numline:0/13,13/13;;
IT314;06lemonade;"Tim está dividindo uma jarra de limonada para 7 pessoas. Com muito cuidado, usando um copo medidor, Tim dividiu a limonada igualmente para todos, mas como demor";2/7;2/6;;
IT315;14centimeter;"Mandy e Karyn têm uma avó no Canadá. Sempre que a visitam, a avó mede o quanto elas cresceram desde a última visita. Nesta visita, Karyn estava 13 milímetros ma";13/10;3/10;;
IT316;19Painting;"BBrittany está mudando a posição do seu quadro na parede. Ela o moveu um pé para a direita, mas não foi suficiente. Então, Brittany o moveu mais um pé para a di";5/4;1 1/5;;
IT317;14centimeter;"Mandy e Karyn têm uma avó no Canadá. Sempre que a visitam, a avó mede o quanto elas cresceram desde a última visita. Nesta visita, Karyn estava 13 milímetros ma";13/10;Reta de 0 a 1;;
IT318;20birthday;"Chad deu uma festa de aniversário e convidou muitos amigos. Havia tanta gente que precisaram de dois bolos para garantir que houvesse o suficiente. Cada bolo fo";15/8;Posição correspondente a 7/8;;
IT319;21mnm;"Haley acabou de receber uma sacola de M&Ms de uma amiga e agora quer transferi-los para alguns potes. A sacola de M&Ms encheu completamente um pote e 1/3 do seg";4/3;3/3;;
IT320;07pizza;"Bailey convidou uma amiga para jantar. Elas pediram uma pizza cortada em 8 fatias. Juntas, elas comeram 5 fatias. Use a reta numérica para mostrar a quantidade ";5/8;2/8;;
IT321;01watermelon;"Brittany comprou uma melancia para dividir com três amigas. Cada pedaço da melancia tinha o mesmo tamanho. Brittany comeu 1/4 da melancia. Use a reta numérica p";1/4;2/4;;
IT322;01watermelon;"Brittany comprou uma melancia para dividir com três amigas. Cada pedaço da melancia tinha o mesmo tamanho. Brittany comeu 1/4 da melancia. Use a reta numérica p";1/4;4;;
IT323;02watermelon;"Depois que Brittany dividiu a melancia igualmente para 4 pessoas, um de seus amigos gulosos, Bill, comeu 3 pedaços em vez de 1. Isso significa que Bill comeu 3/";3/4;3/4;;
IT324;18gum;"Steve tinha dois pacotes de chiclete. Cada pacote continha seis unidades. Ele deu uma unidade para cada um de seus onze amigos. O número total de chicletes que ";11/6;1/6;;
IT325;05flu;"Em uma semana, Danielle pegou gripe e teve que ficar em casa, sem ir à escola, por 3 dias. Uma semana tem 5 dias letivos. Use a reta numérica para mostrar a fra";3/5;2;;
IT326;12apples;"Lilth está selecionando maçãs boas de dois sacos cheios. Cada saco comporta 12 maçãs. No primeiro saco, ela selecionou 5 maçãs e, no segundo, 10. Em seguida, el";15/12;15;;
IT327;23textbookPack;"Leonard está empacotando 13 livros didáticos em algumas caixas. Na primeira caixa, Leonard consegue colocar exatamente 8 livros, sem deixar espaços vazios. Em s";13/8;numline:0/8,8/8;;
IT328;13cleanRoom;"Chris queria andar de skate, mas sua mãe disse que ele precisava arrumar o quarto primeiro. Chris levou uma hora e quinze minutos, ou 5/4 horas, para arrumar o ";5/4;15/4;;
IT329;22biscuit;"Andrew está preparando seus biscoitos e chegou a hora de adicionar sal. Ele coloca uma colher de chá cheia de sal na massa e, em seguida, meia colher de chá. Qu";3/2;0,1;;
IT330;07pizza;"Bailey convidou uma amiga para jantar. Elas pediram uma pizza cortada em 8 fatias. Juntas, elas comeram 5 fatias. Use a reta numérica para mostrar a quantidade ";5/8;5/2;;
IT331;05flu;"Em uma semana, Danielle pegou gripe e teve que ficar em casa, sem ir à escola, por 3 dias. Uma semana tem 5 dias letivos. Use a reta numérica para mostrar a fra";3/5;5;;
IT332;08dentists;"Vários dentistas foram solicitados a escolher entre duas pastas de dente: Marca X e Marca Y. Quatro em cada cinco dentistas disseram que preferiam a Marca X à M";4/5;4 partes, ponto em 1;;
IT333;21mnm;"Haley acabou de receber uma sacola de M&Ms de uma amiga e agora quer transferi-los para alguns potes. A sacola de M&Ms encheu completamente um pote e 1/3 do seg";4/3;4/3;;
IT334;15fishStick;"Grace está numa situação muito complicada hoje. Ela comprou 10 palitos de peixe, mas precisa dividi-los igualmente com seis amigas. Grace usa a matemática para ";10/7;7;;
IT335;02watermelon;"Depois que Brittany dividiu a melancia igualmente para 4 pessoas, um de seus amigos gulosos, Bill, comeu 3 pedaços em vez de 1. Isso significa que Bill comeu 3/";3/4;1/4;;
IT336;20birthday;"Chad deu uma festa de aniversário e convidou muitos amigos. Havia tanta gente que precisaram de dois bolos para garantir que houvesse o suficiente. Cada bolo fo";15/8;2;;
IT337;03summerBooks;"Sally has to read 5 books for her summer assignment. So far, she has read 3 of the books. That is 3/5 of the assignment, and she is convinced that she has read ";3/5;0;;
IT338;23textbookPack;"Leonard está empacotando 13 livros didáticos em algumas caixas. Na primeira caixa, Leonard consegue colocar exatamente 8 livros, sem deixar espaços vazios. Em s";13/8;13;;
IT339;10children;"O Sr. e a Sra. Holsinger levaram seus 3 filhos a um parque à tarde. Quando chegaram lá, duas das crianças queriam nadar na piscina, enquanto a outra queria anda";2/3;2/3;;
IT340;13cleanRoom;"Chris queria andar de skate, mas sua mãe disse que ele precisava arrumar o quarto primeiro. Chris levou uma hora e quinze minutos, ou 5/4 horas, para arrumar o ";5/4;5;;
IT341;04soccerSeason;"Alisha joga no time de futebol feminino da sua escola. Durante um dos jogos, ela torceu o tornozelo e perdeu o restante das partidas. Ela acabou jogando apenas ";3/4;2/4;;
IT342;06lemonade;"Tim está dividindo uma jarra de limonada para 7 pessoas. Com muito cuidado, usando um copo medidor, Tim dividiu a limonada igualmente para todos, mas como demor";2/7;3/7;;
IT343;03summerBooks;"Sally has to read 5 books for her summer assignment. So far, she has read 3 of the books. That is 3/5 of the assignment, and she is convinced that she has read ";3/5;3/5 < 1/2;;
IT344;11project;"Ivan tem um projeto para entregar em uma semana. Para não ser preguiçoso, ele dividiu o trabalho em 7 partes e decidiu concluir uma parte por dia. Depois de 5 d";5/7;5/5;;
IT345;17pencils;"Amy está criando uma escultura única com lápis. Para prepará-la, ela comprou 2 dúzias de lápis, mas usou apenas 17 deles. Amy usou 17 dos lápis que comprou, mas";17/12;5;;
IT346;03summerBooks;"Sally has to read 5 books for her summer assignment. So far, she has read 3 of the books. That is 3/5 of the assignment, and she is convinced that she has read ";3/5;0.5;;
IT347;11project;"Ivan tem um projeto para entregar em uma semana. Para não ser preguiçoso, ele dividiu o trabalho em 7 partes e decidiu concluir uma parte por dia. Depois de 5 d";5/7;1/5;;
IT348;19Painting;"BBrittany está mudando a posição do seu quadro na parede. Ela o moveu um pé para a direita, mas não foi suficiente. Então, Brittany o moveu mais um pé para a di";5/4;5/4;;
IT349;21mnm;"Haley acabou de receber uma sacola de M&Ms de uma amiga e agora quer transferi-los para alguns potes. A sacola de M&Ms encheu completamente um pote e 1/3 do seg";4/3;4/6;;
IT350;16bonusQuestion;"Ryan fez uma prova na aula de história. A prova tinha seis questões, mais uma questão bônus. Ryan acertou TODAS as questões, incluindo a questão bônus! Portanto";7/6;6/7;;
IT351;06lemonade;"Tim está dividindo uma jarra de limonada para 7 pessoas. Com muito cuidado, usando um copo medidor, Tim dividiu a limonada igualmente para todos, mas como demor";2/7;3;;
IT352;07pizza;"Bailey convidou uma amiga para jantar. Elas pediram uma pizza cortada em 8 fatias. Juntas, elas comeram 5 fatias. Use a reta numérica para mostrar a quantidade ";5/8;3;;
IT353;11project;"Ivan tem um projeto para entregar em uma semana. Para não ser preguiçoso, ele dividiu o trabalho em 7 partes e decidiu concluir uma parte por dia. Depois de 5 d";5/7;6/7;;
IT354;20birthday;"Chad deu uma festa de aniversário e convidou muitos amigos. Havia tanta gente que precisaram de dois bolos para garantir que houvesse o suficiente. Cada bolo fo";15/8;987654;;
IT355;06lemonade;"Tim está dividindo uma jarra de limonada para 7 pessoas. Com muito cuidado, usando um copo medidor, Tim dividiu a limonada igualmente para todos, mas como demor";2/7;7;;
IT356;00bubble;"Você está tentando distribuir um pão igualmente para 5 pessoas. Cada pedaço de pão deve ter o mesmo tamanho, então você deu a cada pessoa exatamente 1/5 do pão.";1/5;987654;;
IT357;06lemonade;"Tim está dividindo uma jarra de limonada para 7 pessoas. Com muito cuidado, usando um copo medidor, Tim dividiu a limonada igualmente para todos, mas como demor";2/7;987654;;
IT358;02watermelon;"Depois que Brittany dividiu a melancia igualmente para 4 pessoas, um de seus amigos gulosos, Bill, comeu 3 pedaços em vez de 1. Isso significa que Bill comeu 3/";3/4;2;;
IT359;10children;"O Sr. e a Sra. Holsinger levaram seus 3 filhos a um parque à tarde. Quando chegaram lá, duas das crianças queriam nadar na piscina, enquanto a outra queria anda";2/3;2;;
IT360;22biscuit;"Andrew está preparando seus biscoitos e chegou a hora de adicionar sal. Ele coloca uma colher de chá cheia de sal na massa e, em seguida, meia colher de chá. Qu";3/2;3/4;;
IT361;10children;"O Sr. e a Sra. Holsinger levaram seus 3 filhos a um parque à tarde. Quando chegaram lá, duas das crianças queriam nadar na piscina, enquanto a outra queria anda";2/3;2/5;;
IT362;16bonusQuestion;"Ryan fez uma prova na aula de história. A prova tinha seis questões, mais uma questão bônus. Ryan acertou TODAS as questões, incluindo a questão bônus! Portanto";7/6;8;;
IT363;20birthday;"Chad deu uma festa de aniversário e convidou muitos amigos. Havia tanta gente que precisaram de dois bolos para garantir que houvesse o suficiente. Cada bolo fo";15/8;Posição correspondente a 14/8;;
IT364;13cleanRoom;"Chris queria andar de skate, mas sua mãe disse que ele precisava arrumar o quarto primeiro. Chris levou uma hora e quinze minutos, ou 5/4 horas, para arrumar o ";5/4;8;;
IT365;19Painting;"BBrittany está mudando a posição do seu quadro na parede. Ela o moveu um pé para a direita, mas não foi suficiente. Então, Brittany o moveu mais um pé para a di";5/4;2;;
IT366;17pencils;"Amy está criando uma escultura única com lápis. Para prepará-la, ela comprou 2 dúzias de lápis, mas usou apenas 17 deles. Amy usou 17 dos lápis que comprou, mas";17/12;16/12;;
IT367;11project;"Ivan tem um projeto para entregar em uma semana. Para não ser preguiçoso, ele dividiu o trabalho em 7 partes e decidiu concluir uma parte por dia. Depois de 5 d";5/7;2;;
IT368;16bonusQuestion;"Ryan fez uma prova na aula de história. A prova tinha seis questões, mais uma questão bônus. Ryan acertou TODAS as questões, incluindo a questão bônus! Portanto";7/6;Ponto em 1;;
IT369;03summerBooks;"Sally has to read 5 books for her summer assignment. So far, she has read 3 of the books. That is 3/5 of the assignment, and she is convinced that she has read ";3/5;3;;
IT370;17pencils;"Amy está criando uma escultura única com lápis. Para prepará-la, ela comprou 2 dúzias de lápis, mas usou apenas 17 deles. Amy usou 17 dos lápis que comprou, mas";17/12;5/12;;
